Vértice 37589: Pai = 32388, Nível = 127
Vértice 36209: Pai = 37589, Nível = 128
Vértice 23041: Pai = 37589, Nível = 128
Vértice 28125: Pai = 23041, Nível = 129
Vértice 21422: Pai = 23041, Nível = 129
Vértice 48708: Pai = 21422, Nível = 130
Vértice 1666: Pai = 21422, Nível = 130
Vértice 21342: Pai = 1666, Nível = 131
Vértice 4547: Pai = 1666, Nível = 131
Vértice 30501: Pai = 4547, Nível = 132
Vértice 49037: Pai = 4547, Nível = 132
Vértice 31687: Pai = 30501, Nível = 133
Vértice 40737: Pai = 31687, Nível = 134
Vértice 30490: Pai = 31687, Nível = 134
Vértice 25550: Pai = 40737, Nível = 135
Vértice 3469: Pai = 25550, Nível = 136
Vértice 23026: Pai = 25550, Nível = 136
Vértice 29720: Pai = 3469, Nível = 137
Vértice 42429: Pai = 29720, Nível = 138
Vértice 36165: Pai = 29720, Nível = 138
Vértice 28877: Pai = 36165, Nível = 139
Vértice 2804: Pai = 28877, Nível = 140
Vértice 12811: Pai = 2804, Nível = 141
Vértice 1385: Pai = 2804, Nível = 141
Vértice 15690: Pai = 1385, Nível = 142
Vértice 6380: Pai = 1385, Nível = 142
Vértice 42742: Pai = 6380, Nível = 143
Vértice 5273: Pai = 6380, Nível = 143
Vértice 313: Pai = 42742, Nível = 144
Vértice 33082: Pai = 5273, Nível = 144
Vértice 26135: Pai = 33082, Nível = 145
Vértice 5721: Pai = 26135, Nível = 146
Vértice 35028: Pai = 26135, Nível = 146
Vértice 6020: Pai = 17782, Nível = 91
Vértice 34290: Pai = 6020, Nível = 92
Vértice 35886: Pai = 6020, Nível = 92
Vértice 33633: Pai = 35886, Nível = 93
Vértice 40782: Pai = 35886, Nível = 93
Vértice 38715: Pai = 40782, Nível = 94
Vértice 44800: Pai = 38715, Nível = 95
Vértice 17054: Pai = 38715, Nível = 95
Vértice 41795: Pai = 17054, Nível = 96
Vértice 20546: Pai = 17054, Nível = 96
Vértice 14144: Pai = 20546, Nível = 97
Vértice 47723: Pai = 20546, Nível = 97
Vértice 35629: Pai = 47723, Nível = 98
Vértice 44337: Pai = 47723, Nível = 98
Vértice 29663: Pai = 44337, Nível = 99
Vértice 569: Pai = 44337, Nível = 99
Vértice 18372: Pai = 29663, Nível = 100
Vértice 24260: Pai = 18372, Nível = 101
Vértice 27484: Pai = 18372, Nível = 101
Vértice 44164: Pai = 24260, Nível = 102
Vértice 34557: Pai = 44164, Nível = 103
Vértice 15030: Pai = 44164, Nível = 103
Vértice 13659: Pai = 15030, Nível = 104
Vértice 40198: Pai = 15030, Nível = 104
Vértice 43711: Pai = 13659, Nível = 105
Vértice 32879: Pai = 43711, Nível = 106
Vértice 15968: Pai = 32879, Nível = 107
Vértice 12970: Pai = 15968, Nível = 108
Vértice 10060: Pai = 15968, Nível = 108
Vértice 10894: Pai = 10060, Nível = 109
Vértice 15315: Pai = 10894, Nível = 110
Vértice 44680: Pai = 15315, Nível = 111
Vértice 11351: Pai = 15315, Nível = 111
Vértice 3539: Pai = 11351, Nível = 112
Vértice 23813: Pai = 11351, Nível = 112
Vértice 44308: Pai = 3539, Nível = 113
Vértice 33934: Pai = 44308, Nível = 114
Vértice 4172: Pai = 33934, Nível = 115
Vértice 35: Pai = 33934, Nível = 115
Vértice 15453: Pai = 4172, Nível = 116
Vértice 8938: Pai = 15453, Nível = 117
Vértice 33419: Pai = 15453, Nível = 117
Vértice 8858: Pai = 33419, Nível = 118
Vértice 32581: Pai = 8858, Nível = 119
Vértice 1190: Pai = 8858, Nível = 119
Vértice 48897: Pai = 1190, Nível = 120
Vértice 23081: Pai = 48897, Nível = 121
Vértice 27735: Pai = 48897, Nível = 121
Vértice 15210: Pai = 23081, Nível = 122
Vértice 37916: Pai = 15210, Nível = 123
Vértice 23661: Pai = 15210, Nível = 123
Vértice 4543: Pai = 37916, Nível = 124
Vértice 37220: Pai = 4543, Nível = 125
Vértice 43205: Pai = 4543, Nível = 125
Vértice 34393: Pai = 37220, Nível = 126
Vértice 1757: Pai = 34393, Nível = 127
Vértice 39421: Pai = 34393, Nível = 127
Vértice 45222: Pai = 39421, Nível = 128
Vértice 23230: Pai = 39421, Nível = 128
Vértice 44952: Pai = 23230, Nível = 129
Vértice 17592: Pai = 44952, Nível = 130
Vértice 20476: Pai = 17592, Nível = 131
Vértice 30772: Pai = 20476, Nível = 132
Vértice 15916: Pai = 30772, Nível = 133
Vértice 490: Pai = 30772, Nível = 133
Vértice 1249: Pai = 490, Nível = 134
Vértice 15179: Pai = 1249, Nível = 135
Vértice 30801: Pai = 1249, Nível = 135
Vértice 25776: Pai = 30801, Nível = 136
Vértice 22669: Pai = 30801, Nível = 136
Vértice 47259: Pai = 22669, Nível = 137
Vértice 37751: Pai = 22669, Nível = 137
Vértice 43833: Pai = 37751, Nível = 138
Vértice 23468: Pai = 37751, Nível = 138
Vértice 7173: Pai = 23468, Nível = 139
Vértice 34774: Pai = 7173, Nível = 140
Vértice 46025: Pai = 7173, Nível = 140
Vértice 7811: Pai = 34774, Nível = 141
Vértice 31651: Pai = 46025, Nível = 141
Vértice 11492: Pai = 31651, Nível = 142
Vértice 48558: Pai = 31651, Nível = 142
Vértice 20733: Pai = 11492, Nível = 143
Vértice 46003: Pai = 20733, Nível = 144
Vértice 2968: Pai = 20733, Nível = 144
Vértice 31505: Pai = 2968, Nível = 145
Vértice 3919: Pai = 31505, Nível = 146
Vértice 23566: Pai = 3919, Nível = 147
Vértice 22694: Pai = 3919, Nível = 147
Vértice 39141: Pai = 23566, Nível = 148
Vértice 18122: Pai = 11897, Nível = 201
Vértice 10481: Pai = 39141, Nível = 149
Vértice 38952: Pai = 18122, Nível = 202
Vértice 33981: Pai = 10481, Nível = 150
Vértice 18800: Pai = 33981, Nível = 151
Vértice 8503: Pai = 33981, Nível = 151
Vértice 47759: Pai = 18800, Nível = 152
Vértice 41589: Pai = 47759, Nível = 153
Vértice 36991: Pai = 47759, Nível = 153
Vértice 28093: Pai = 27735, Nível = 122
Vértice 5396: Pai = 28093, Nível = 123
Vértice 11441: Pai = 5396, Nível = 124
Vértice 40617: Pai = 11441, Nível = 125
Vértice 9401: Pai = 11441, Nível = 125
Vértice 10935: Pai = 40617, Nível = 126
Vértice 46376: Pai = 10935, Nível = 127
